product_code,bedge,text,user,created_at,product_option,question,answer 
2104365808,답변완료,,km05******,2024.03.14,화이트,,
2104365808,답변완료,,kkhb******,2024.01.23,화이트,,
2104365810,답변완료,,seun******,2024.07.01,다크그레이,,
2104366556,답변완료,,dlxk******,2022.12.04,그레이,,
2105367081,답변완료,,shas******,2021.07.14,파티그,,
2105367081,답변완료,,shas******,2021.07.08,파티그,,
2105367886,답변완료,화이트 골드 몇k 인가여,jaeh******,2023.12.21,화이트 골드,화이트 골드 몇k 인가여,"안녕하세요. 고객님S.I VILLAGE 상품문의 담당자 서예은입니다.먼저, 문의량 증가로 답변 지연된 점 양해 부탁드립니다.문의하신 해당 상품 18K 화이트 골드입니다.상품페이지 내에 상품정보제공고시를 참고 부탁드립니다.참고하시어 구매 부탁 드리며, 즐거운 쇼핑 되시기 바랍니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.온기가 그리운 계절 겨울입니다. 따뜻한 마음과 웃음을 나눌 수 있는 포근한 하루가 되시길 바랍니다.감사합니다."
2105367886,답변완료,,no43******,2022.08.21,화이트 골드,,
2105367886,답변완료,,yoon******,2021.11.11,화이트 골드,,
2105367903,답변완료,,oooo******,2023.04.12,화이트 골드,,
2105367903,답변완료,주문제작 상품임에도 착용이미지나 디테일 사진이 부족하네요. 반품도 안되는 상품을 뭘 믿고 구매하죠? 너무 성의가 없지 않나요?,eun2******,2022.10.17,화이트 골드,주문제작 상품임에도 착용이미지나 디테일 사진이 부족하네요. 반품도 안되는 상품을 뭘 믿고 구매하죠? 너무 성의가 없지 않나요?,"안녕하세요. 고객님.

S.I. VILLAGE 상품문의 담당자 입니다.

고객님 문의에 답변이 늦어진 점 양해 부탁드립니다.

해당상품 관련 문의사항은 매장으로 연락 부탁드립니다.

신세계 강남점 3F(02-3479-6120), 
신세계 대구점 5F(053-661-6508), 
분더샵 청담(02-2056-1231)

쇼핑하시는데 참고 부탁드리며, 차가운 날씨에 건강 유의하시고 좋은 하루 보내시기 바라겠습니다.

다른 문의사항이나 불편사항이 있으시다면,
언제든지 고객센터 1644-4490 혹은 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.
(※고객센터 업무시간 : 평일 09:00 ~ 18:00 / 주말, 공휴일 제외)

감사합니다."
2105367961,답변완료,,rkda******,2024.05.29,75ml,,
2105367961,답변완료,,star******,2024.04.17,75ml,,
2105367961,답변완료,,wndi******,2023.12.01,75ml,,
2105367962,답변완료,,hpji******,2024.06.18,화이트,,
2105367962,답변완료,,ahi0******,2024.06.15,화이트,,
2105367962,답변완료,,kos4******,2024.06.14,화이트,,
2105368078,답변완료,,lily******,2022.10.16,실버,,
2105368108,답변완료,"행주에 도난방지장치?가 붙어있는채로 왔어요
이거 어떻게 떼나요ㅜㅜ
배송 시작하기전에 최종 검수도 없었던건가요?
이동네 이마트 가면 장치 떼어줍니까?? 그 매장에서 산 제품도 아닌데",lave******,2023.04.22,그레이,"행주에 도난방지장치?가 붙어있는채로 왔어요
이거 어떻게 떼나요ㅜㅜ
배송 시작하기전에 최종 검수도 없었던건가요?
이동네 이마트 가면 장치 떼어줍니까?? 그 매장에서 산 제품도 아닌데","안녕하세요,고객님.
신세계인터내셔날 상품문의 담당자 입니다.

먼저, 상품으로 불편을 드려 죄송합니다.

번거로우시겠지만, 주문 후 상품의 문제 관련 자세한 문의는
고객센터(1644-4490) 혹은 1:1문의 게시판(사진첨부가능)/카카오톡으로 문의주신다면 확인 후 답변 도와드리도록 하겠습니다.

상품문의를 통해서는 주문내역 확인이 어렵기 때문에 자세한 확인 및
안내가 어려운 점 양해 부탁드립니다.

바쁜 일상 속에서 항상 건강을 먼저 챙기시고 좋은 하루 보내시기 바랍니다.

감사합니다."
2105368341,답변완료,같이 코디된 바지 정보 부탁드립니다,prot******,2023.06.01,라이트 옐로우,같이 코디된 바지 정보 부탁드립니다,"안녕하세요. 고객님
신세계 인터내셔날 상품문의 담당자입니다.

해당 상품  함께 코디된 팬츠는 같은 시즌 진행된 히로인 팬츠로 안타깝게도 현재는 품절되었다고 합니다.

다른 문의사항이나 불편사항이 있으시다면,
언제든지 고객센터 1644-4490 혹은 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.

바쁜 일상 속에서 항상 건강을 먼저 챙기시고 좋은 하루 보내시기 바랍니다.

감사합니다."
2105369703,답변완료,해당 제품 양손 장갑인가요?,ohoh******,2021.09.18,블랙,해당 제품 양손 장갑인가요?,"안녕하세요, 고객님.
신세계인터내셔날 상품문의 담당자입니다.

해당 상품은 왼손 한쪽만 있는 장갑입니다.
구매 시 참고해 주세요.

더 나은  서비스로 고객님의 성원에 보답하는 신세계인터내셔날이 되겠습니다.
감사합니다."
2105370484,답변완료,,chun******,2023.07.02,화이트 골드,,
2105370717,답변완료,,khj1******,2023.10.21,라이트 핑크,,
2105370785,답변완료,,sunw******,2022.09.12,화이트 골드,,
2105370832,답변완료,,soon******,2021.06.20,블랙,,
2105371901,답변완료,,gusw******,2023.04.30,기타,,
2105372235,답변완료,,dltk******,2023.12.23,화이트,,
2105372236,답변완료,왜 최대구매 수량이 1개일까요? 배송비때문에 여러개 구매하고싶어도 주문이 안돼요,bern******,2022.12.11,화이트,왜 최대구매 수량이 1개일까요? 배송비때문에 여러개 구매하고싶어도 주문이 안돼요,"안녕하세요. 고객님
신세계 인터내셔날 상품문의 담당자입니다.

해당 상품 여러개 구매 가능하도록 업체에 요청하여 수정되었습니다.

다시 시도 부탁드리며 안될 시 재문의 부탁드립니다.

즐거운 쇼핑 되시기 바랍니다.

다른 문의사항이나 불편사항이 있으시다면,
언제든지 고객센터 1644-4490 혹은 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.

날씨는 춥지만, 마음은 따듯한 하루 보내시기 바랍니다.

감사합니다."
2105373378,답변완료,향이 다 날라가고 내용물이 없어지면 어떤 상품을 구입해서 채워줘야하나요? 원액을 구입해서 희석해야되는지 알려주세요,seor******,2021.12.14,투명,향이 다 날라가고 내용물이 없어지면 어떤 상품을 구입해서 채워줘야하나요? 원액을 구입해서 희석해야되는지 알려주세요,"안녕하세요,고객님.
신세계인터내셔날 상품문의 담당자 입니다.

디퓨져 원액 리필_머스크 제품을 구매하셔서 사용하시면 됩니다.
https://www.sivillage.com/goods/initDetailGoods.siv?goods_no=01P0000202886&sale_shop_divi_cd=13&tr_yn=&conts_form_cd=100&conts_dist_no=01P0000202886&rel_no=01P0000202886&rel_divi_cd=10&disp_ctg_no=

편안하고 행복한 하루 보내세요."
2105373381,답변완료,,ysm8******,2024.06.25,투명,,
2105373667,답변완료,,ypjh******,2023.03.30,인디고,,
2105373722,답변완료,,ardn******,2024.03.25,다크 그레이,,
2105373722,답변완료,,ilhe******,2021.07.02,다크 그레이,,
2106374331,답변완료,단품으로는 부담스러운데 안에는 어떻게 큐디해야할까요?,suns******,2022.03.22,아이보리,단품으로는 부담스러운데 안에는 어떻게 큐디해야할까요?,"안녕하세요, 고객님.
신세계인터내셔날 상품문의 담당자입니다.

상세페이지에 모델이 착용한 것처럼 원피스 안에 티셔츠를 착용하거나
원피스 위에 숏 점퍼 착용 추천드리니 구매 시 참고해 주세요.

더 나은 서비스로 고객님의 성원에 보답하는 신세계인터내셔날이 되겠습니다.
감사합니다."
2106374367,답변완료,,d131******,2022.07.05,블랙,,
2106374367,답변완료,샤프트랑 그립도 달려 있는 상품인거죠??,d131******,2022.07.04,블랙,샤프트랑 그립도 달려 있는 상품인거죠??,"안녕하세요, 고객님.
상품문의 담당자입니다.

고객님 문의에 답변드리겠습니다. 

네~ 샤프트와 그립 달려있는 상품이 맞습니다.

더 나은 서비스로 고객님의 성원에 보답하는 신세계인터내셔날이 되겠습니다.
감사합니다."
2106374367,답변완료,,hj12******,2022.06.28,블랙,,
2106374513,답변완료,,hwan******,2023.04.07,그레이,,
2106374513,답변완료,,yumi******,2023.03.29,그레이,,
2106374513,답변완료,,aldu******,2022.08.30,그레이,,
2106374947,답변완료,,jsch******,2022.05.26,화이트,,
2106374947,답변완료,,jjk2******,2022.03.23,화이트,,
2106374947,답변완료,,lime******,2021.07.13,화이트,,
2106375982,답변완료,,,2021.07.12,실버,,
2106375982,답변완료,최대로 늘리면 몇cm인가요?,esum******,2021.06.21,실버,최대로 늘리면 몇cm인가요?,"안녕하세요,고객님.
신세계인터내셔날 상품문의 담당자 입니다.

문의하신 내용 답변드리도록 하겠습니다.

50cm입니다.

귀중한 시간을 내어 남겨주신 소중한 글에 감사드리며,
더 나은 서비스로 고객님의 성원에 보답하는 S.I.VILLAGE가 되겠습니다.

감사합니다."
2106375991,답변완료,,jmle******,2023.09.08,아이보리,,
2106375991,답변완료,,heri******,2023.03.02,아이보리,,
2106375991,답변완료,다른거 다 도착했는데 이 상품은 언제 오나요,vica******,2022.10.25,아이보리,다른거 다 도착했는데 이 상품은 언제 오나요,"안녕하세요,고객님.
신세계인터내셔날 상품문의 담당자 입니다.

고객님 죄송하게도, 주문 후 배송관련 자세한 문의는
고객센터(1644-4490) 혹은 1:1문의 게시판/카카오톡으로 문의주신다면
확인 후 답변 도와드리도록 하겠습니다.

상품문의를 통해서는 주문내역 확인이 어렵기 때문에 자세한 확인 및
안내가 어려운 점 양해 부탁드립니다.

바쁜 일상속에서 항상 건강을 먼저 챙기시고 여유를 찾으시기 바랍니다.

감사합니다."
2106376408,답변완료,,lny1******,2023.02.07,기타,,
2106376408,답변완료,,zhff******,2023.02.06,기타,,
2106376463,답변완료,"실리콘 100% 제품은 아닌 거 같은데, 소재가 무엇인요> 정보제공 고시에 관련 내용이 없어요.",happ******,2022.08.06,블루,"실리콘 100% 제품은 아닌 거 같은데, 소재가 무엇인요> 정보제공 고시에 관련 내용이 없어요.","안녕하세요,고객님.
신세계인터내셔날 상품문의 담당자 입니다.

문의하신 내용 답변드리도록 하겠습니다.

100% 실리콘 재질 맞습니다.

귀중한 시간을 내어 남겨주신 소중한 글에 감사드리며,
더 나은 서비스로 고객님의 성원에 보답하는 S.I.VILLAGE가 되겠습니다.

감사합니다."
2106376463,답변완료,언니 주문한 3가지 상품 발송전 꼼꼼한 검수 부탁드려요,dlal******,2021.08.02,블루,언니 주문한 3가지 상품 발송전 꼼꼼한 검수 부탁드려요,"안녕하세요, 고객님.
신세계인터내셔날 상품문의 담당자입니다.

문의하신 내용에 답변드리겠습니다.

상품 꼼꼼히 검수 후 출고하고 있습니다.
혹시라도 수령하신 상품에 문제가 있을 경우 

고객센터(164-4490) 혹은 1:1문의 게시판/카카오톡으로 연락 주시면
빠른 확인 후 안내해 드리겠습니다.

편안하고 행복한 하루 보내세요.
감사합니다."
2106377310,답변완료,수건 걸려있는 저 봉은 따로 판매 하시나요?!,hyun******,2023.03.09,화이트,수건 걸려있는 저 봉은 따로 판매 하시나요?!,"안녕하세요. 고객님
신세계 인터내셔날 상품문의 담당자입니다.

해당 상품 연출 이미지에 사용된 제품은 현재 운영 종료된 상품으로 구매가 불가합니다.
문의 주신 제품과 동일하게 벽에 부착하여 사용하는 상품 '간단히 부착하는 스텐 수건걸이_50CM (상품코드: J73N9011501)'를 판매 중이니 구매에 참고 부탁드립니다.

즐거운 쇼핑 되시기 바랍니다.

다른 문의사항이나 불편사항이 있으시다면,
언제든지 고객센터 1644-4490 혹은 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.

따듯해진 날씨처럼 포근하고 행복한 하루 보내시기 바랍니다.

감사합니다."
2106377310,답변완료,무형광인지 알고싶습니다,kaor******,2022.04.17,화이트,무형광인지 알고싶습니다,"안녕하세요,고객님.
신세계인터내셔날 상품문의 담당자 입니다.

해당 상품은 형광증백제가 사용되지 않은 제품입니다.

귀중한 시간을 내어 남겨주신 소중한 글에 감사드리며,
더 나은 서비스로 고객님의 성원에 보답하는 S.I.VILLAGE가 되겠습니다.

감사합니다."
2106377461,답변완료,여성 사용 가능한 공용인가요?,yjjk******,2023.02.24,네이비,여성 사용 가능한 공용인가요?,"안녕하세요. 고객님.

S.I. VILLAGE 상품문의 담당자 입니다.

문의하신 상품은 남녀공용 상품으로 실측 사이즈 안내 드립니다.

XS/S = 길이 90CM , 폭 3.5CM

M/L = 길이 105CM , VHR 3.5CM 입니다.

구매 시 참고 부탁드립니다.

마음은 훈훈하게 행복과 행운이 가득한 한 주 되시길 바랍니다.

감사합니다."
2106377846,답변완료,,0lam******,2023.07.11,브라운,,
2106377853,답변완료,,choy******,2024.05.21,실버,,
2106377853,답변완료,"T밸브 라는건 일반 공구점에서 구매 하나요?
여기서 구매하나요?",soon******,2024.05.20,실버,"T밸브 라는건 일반 공구점에서 구매 하나요?
여기서 구매하나요?","안녕하세요. 고객님S.I VILLAGE 상품문의 담당자 김도연입니다.문의하신 상품 T밸브는 판매하지 않고 있습니다.따로 구입하셔야 되는 것으로 확인되었습니다.답변 지연으로 기다리게 해드려 진심으로 죄송합니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/ 채팅 상담 이용을 부탁드립니다.온 세상이 초록빛으로 물드는 5월입니다.어느새 푸르러진 산과 들처럼 행복이 함께 하길 기원합니다.감사합니다."
2106377853,답변완료,호스길이가 짧은데 추가로 호스만ㅇ구매가능한가요??,gopi******,2024.03.24,실버,호스길이가 짧은데 추가로 호스만ㅇ구매가능한가요??,"안녕하세요. 고객님신세계 인터내셔날 상품문의 담당자 오승미입니다.해당 제품 약 2m의 긴 호스 길이로 더 긴 호스는 구매 어려운 점 양해 부탁드립니다.이용에 불편드린 점에 양해 부탁드립니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.추웠던 겨울이 지나가고 설렘이 가득한 봄이 서서히 찾아오는 것 같습니다.봄꽃의 새싹처럼 3월에는 새로운 웃음꽃을 활짝 피는 계절이 되었으면 합니다.감사합니다."
2106377858,답변완료,"분리수거2단짜리검색해서 들어왔어요..
사진상보이는대로 2단짜리 32310원 맞죠?",heey******,2024.03.21,그레이,"분리수거2단짜리검색해서 들어왔어요..
사진상보이는대로 2단짜리 32310원 맞죠?","안녕하세요. 고객님S.I VILLAGE 상품문의 담당자 박소연입니다.해당상품은 35x27x41cm 사이즈의 1단으로 확인됩니다.현재 상품페이지에서 확인되는 금액은 35,900원으로 확인됩니다.로그인 후 사용 가능한 쿠폰이 있을 시 쿠폰적용 후 금액은 다를 수 있는 점참고하시어 구매 부탁드리며, 즐거운 쇼핑 되시기 바랍니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/ 채팅 상담 이용을 부탁드립니다.꽃들이 피어나는 아름다운 계절이 찾아왔습니다.봄의 따스함과 함께 더욱 풍요롭고 행복한 나날들이 되시기를 바라겠습니다.감사합니다."
2106377858,답변완료,"2단셋트랑 1단이랑 사이즈차이가있는건가요?
높이치수가 다른것같던데.ㆍ
3단으로 사용하려하면 2단+1단을써야하나요
아님1단*3개를 해야할까요?",ddel******,2023.11.06,그레이,"2단셋트랑 1단이랑 사이즈차이가있는건가요?
높이치수가 다른것같던데.ㆍ
3단으로 사용하려하면 2단+1단을써야하나요
아님1단*3개를 해야할까요?","안녕하세요. 고객님S.I VILLAGE 상품문의 담당자 박소연입니다.해당 상품은 높이 치수가 약 2cm 차이가 날 수 있습니다. 2단 세트는 1단 세트 두개를 합친 것이 아니라 두개가 붙어있는 상품이며, 중간 연결하는 부분의 높이가 2cm 줄어든 것으로 볼 수 있습니다.내통은 모두 동일 한 사이즈이오니 참고부탁드립니다.3단을 원하실 경우, 2단+1단, 또는 1단 x3개 모두 가능합니다.참고하시어 구매 부탁 드리며, 즐거운 쇼핑 되시기 바랍니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.오색 찬란한 가을의 색깔이 나타나고 있습니다. 일교차가 심한 날씨에 건강 조심하시고 항상 행복하시길 기원하겠습니다.감사합니다."
2106377858,답변완료,반품비용 문의드려요,to91******,2023.10.18,그레이,반품비용 문의드려요,"안녕하세요. 고객님신세계 인터내셔날 상품문의 담당자 오승미입니다.상품의 교환/반품은 수령일로부터 7일 이내 미사용,  택 미제거 시 가능합니다.상품의 단순 변심 사유 교환일 시 교환비는 6,000원 발생됩니다.반품일 경우 3,000원 발생되오나 반품으로 원 주문 결제금액이 무료배송 기준에 미달될 경우 초도 배송비를 포함하여 6,000원 발생됩니다.자사귀책(상품하자 및 상품 파손, 오배송 등)으로 인한 교환/반품 배송비는 S.I.VILLAGE가 부담합니다.참고하시어 구매 부탁드리며, 즐거운 쇼핑 되시기 바랍니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.시간이 훌쩍 지나 어느덧 10월, 가을의 시작이 다가왔습니다.높고 푸른 하늘을 보며 항상 좋은 일만 가득하시기를 바랍니다.감사합니다."
2106378007,답변완료,,wowy******,2022.05.09,아이보리,,
2106378058,답변완료,,bek-******,2024.01.25,블랙,,
2106378529,답변완료,"이 브랜드는 사이즈 표시가 없나요? 연령 표시 말고, 기준 좀 넣어주세요.",rnbn******,2024.05.21,화이트,"이 브랜드는 사이즈 표시가 없나요? 연령 표시 말고, 기준 좀 넣어주세요.","안녕하세요. 고객님S.I VILLAGE 상품문의 담당자 오승미입니다.해당 제품 사이즈 별 상세 길이 안내드립니다.(CM)[총길이] 4Y-38 /6Y-41.6 /8Y-45.2 /10Y-48.8 /12Y-52.4[가슴둘레] 4Y-62 /6Y-66 /8Y-70 /10Y-74 /12Y-78[어깨너비] 4Y-26 /6Y-27.6 /8Y-29.2 /10Y-30.8 /12Y-32.4참고하시어 구매 부탁드리며 즐거운 쇼핑되시기 바랍니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/ 채팅 상담 이용을 부탁드립니다.한낮의 햇살이 제법 뜨꺼워지는 5월입니다.따스하고 화창한 날씨처럼 기쁘고 즐거움이 가득한 한 달 되시기 바랍니다.감사합니다."
2106378534,답변완료,100싸이즈 입는데 싸이즈 추천부탁드립니다,,2022.06.14,아이보리,100싸이즈 입는데 싸이즈 추천부탁드립니다,"안녕하세요,고객님.
신세계인터내셔날 상품문의 담당자 입니다.

문의사항에 대해 답변 드리겠습니다.

L사이즈를 추천드리지만 사이즈는 개인차가 있을 수 있기 때문에 
상품 페이지 하단의 치수와 평소 착용하시는 사이즈를 비교하시어 구매 결정 부탁드립니다.

귀중한 시간을 내어 남겨주신 소중한 글에 감사드리며,
더 나은 서비스로 고객님의 성원에 보답하는 S.I.VILLAGE가 되겠습니다.

감사합니다."
2106378660,답변완료,장폭고 규격알려주세요,best******,2022.01.25,화이트,장폭고 규격알려주세요,"안녕하세요, 고객님.
신세계인터내셔날 상품문의 담당자입니다.

해당 상품의 크기는 21x12.5x10.5cm 입니다.
구매 시 참고해 주세요.

더 나은 서비스로 고객님의 성원에 보답하는 신세계인터내셔날이 되겠습니다.
감사합니다."
2106378661,답변완료,이번에 구매한 리필에서 본드 냄새가 많이 납니다 여태는 그런적 없었는데 이번 제품은 본드냄새가 강하게 나요 리필2개중에 하나 사용중인데 나머지 하나도 본드 냄새가 나면 반품 할 생각입니다 여태 그런적 없는 제품이었는데 당황스럽네요,mang******,2024.02.19,화이트,이번에 구매한 리필에서 본드 냄새가 많이 납니다 여태는 그런적 없었는데 이번 제품은 본드냄새가 강하게 나요 리필2개중에 하나 사용중인데 나머지 하나도 본드 냄새가 나면 반품 할 생각입니다 여태 그런적 없는 제품이었는데 당황스럽네요,"안녕하세요. 고객님.S.I. VILLAGE 상품문의 담당자 오승미입니다.먼저, 고객님께 상품으로 인해 불편을 끼쳐 드린 점 사과의 말씀드립니다.너무나 죄송하게도 상품문의를 통해서는 개인정보 보호 조치로 인하여주문내역 확인이 어렵기 때문에 자세한 확인 및 안내가 어려운 점 양해 부탁드리며,구매 후 배송 및 상품 하자, 교환/반품 상담은번거로우시더라도 고객센터(1644-4490) 또는 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.(※고객센터 업무시간 : 평일 09:00 ~ 18:00 / 주말, 공휴일 제외)고객님의 문의 사항에 대해 자세히 확인 후 도움드리고자 안내드리오니이점 너그러운 양해 부탁드립니다.2월은 봄이 오기 전 마지막 겨울이라는 얘기가 있습니다.날씨가 아직은 많이 쌀쌀하지만 오랫동안 기다려야 하는 마지막 겨울을 소중한 사람들과 따듯하고 즐겁게 보내시기 바랍니다.감사합니다."
2106378661,답변완료,커팅 몇회 분량인가요?,yemi******,2022.11.16,화이트,커팅 몇회 분량인가요?,"안녕하세요. 고객님.

S.I. VILLAGE 상품문의 담당자 입니다.

해당제품 60회 분량입니다.

오늘도 시마을과 함께 즐거운 쇼핑되시고, 기분 좋은 하루 되시길 바라겠습니다.

감사합니다."
2106378661,답변완료,초대형 리필을 끼워서 쓸 수 있는 1m 30cm 정도 되는 롱핸들 롤대는 안나오나요?? 롱밀대 핸들이 나왔으면 함께 구매해서 청소용도로 쓰면 편리할 것 같은데 상품기획팀에 꼭 전달 부탁드립니다~,pjy8******,2021.12.15,화이트,초대형 리필을 끼워서 쓸 수 있는 1m 30cm 정도 되는 롱핸들 롤대는 안나오나요?? 롱밀대 핸들이 나왔으면 함께 구매해서 청소용도로 쓰면 편리할 것 같은데 상품기획팀에 꼭 전달 부탁드립니다~,"안녕하세요,고객님.
신세계인터내셔날 상품문의 담당자 입니다.

편리한 청소용폴을 별도 구매 하시면 됩니다.
편리한 청소용폴의 경우 JAJU의 모든 청소용품과 모두 호환 되며 길이조절이 가능한 폴대로 편리하게 사용하실 수 있습니다.

편안하고 행복한 하루 보내세요."
2106378662,답변완료,,gpwl******,2024.03.01,화이트,,
2106378662,답변완료,청소용 폴 입고되나요,yuje******,2023.11.13,화이트,청소용 폴 입고되나요,"안녕하세요. 고객님S.I VILLAGE 상품문의 담당자 박소연입니다.문의하신 청소용 폴 재고 부족으로 쇼핑에 불편을 드려 죄송합니다.재입고 일정은 브랜드의 전반적인 재고 및 내부 상황에 따라 결정되어정확한 안내드리기 어려운 점 양해 부탁드립니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.오색 찬란한 가을의 색깔이 나타나고 있습니다. 일교차가 심한 날씨에 건강 조심하시고 항상 행복하시길 기원하겠습니다.감사합니다."
2106378662,답변완료,"기존 연장봉에 잘 안 맞아요 돌아가고 빠지네요
혹시 이 제품은 연장봉이 따로 있나요?아님 불량인건가요?",pobi******,2022.09.16,화이트,"기존 연장봉에 잘 안 맞아요 돌아가고 빠지네요
혹시 이 제품은 연장봉이 따로 있나요?아님 불량인건가요?","안녕하세요,고객님.
신세계인터내셔날 상품문의 담당자 입니다.

혹시 가지고 계신 상품인지 확인 부탁드립니다. 
해당상품과 호환이 되고 있습니다. 
[J73N9020239 편리한 청소용 폴]

귀중한 시간을 내어 남겨주신 소중한 글에 감사드리며,
더 나은 서비스로 고객님의 성원에 보답하는 S.I.VILLAGE가 되겠습니다.

감사합니다."
2106378771,답변완료,"안녕하세요!
재입고 문의 드립니다.
언제 재입고 되는지 알 수 있을까요?",hell******,2023.08.19,라이트 옐로우,"안녕하세요!
재입고 문의 드립니다.
언제 재입고 되는지 알 수 있을까요?","안녕하세요.S.I VILLAGE 상품문의 담당자 오승미입니다.먼저, 품절로 인해 쇼핑에 불편함을 드려 죄송합니다.상품의 재입고 일정은 브랜드의 전반적인 재고 및 내부 상황에 따라결정되어 정확한 안내를 드리기 어려운 점 양해 부탁드립니다.만족스러운 답변드리지 못해 죄송합니다.더 나은 서비스로 고객님의 성원에 보답하는 신세계인터내셔날이 되겠습니다.마음은 훈훈하게 행복과 행운이 가득한 하루 보내시길 바랍니다.감사합니다"
2106378771,답변완료,,airh******,2022.02.13,라이트 옐로우,,
2106378771,답변완료,,haec******,2021.09.08,라이트 옐로우,,
2106379183,답변완료,,go2s******,2024.08.15,화이트,,
2106379183,답변완료,,psd_******,2023.02.08,화이트,,
2106379183,답변완료,,ghkd******,2022.12.12,화이트,,
2106379192,답변완료,,gksk******,2022.01.04,화이트,,
2106379192,답변완료,리필 재입고 언제되나요?,jjuu******,2021.07.24,화이트,리필 재입고 언제되나요?,"안녕하세요, 고객님.
신세계인터내셔날 상품문의 담당자입니다.

문의하신 내용에 답변드리겠습니다.

상품의 재입고는 브랜드 전반적인 재고 상황에 따라 결정되어 
입고 일정이나 재입고 일정에 대해서는 확답 드리기 어려운 점 양해 부탁드립니다.


더 나은  서비스로 고객님의 성원에 보답하는 신세계인터내셔날이 되겠습니다.
감사합니다."
2106379282,답변완료,230사이즈는 어떤사이즈로 주문하면될까요?,baby******,2024.07.02,블랙,230사이즈는 어떤사이즈로 주문하면될까요?,"안녕하세요. 고객님S.I VILLAGE 상품문의 담당자 김도연입니다.문의하신 상품 230이신경우 37사이즈 추천드립니다.착용하는 사람의 발볼, 발등, 발가락 길이 등 변수가 많아서정확한 사이즈 추천은 어려운 점 양해 부탁드립니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/ 채팅 상담 이용을 부탁드립니다.본격적인 장마와 무더위가 시작되는 7월입니다.항상 건강 유의하시고 소중한 사람들과 함께 늘 즐거운 시간 가득, 행복도 가득하시길 기원합니다.감사합니다."
2106379282,답변완료,,suji******,2023.03.10,블랙,,
2106379282,답변완료,,wldm******,2023.01.21,블랙,,
2106380624,답변완료,세제로 닦아도 될까요?,baby******,2024.06.30,그레이,세제로 닦아도 될까요?,"안녕하세요. 고객님S.I VILLAGE 상품문의 담당자 김도연입니다.문의하신 상품 세제로 닦으셔도 무방합니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/ 채팅 상담 이용을 부탁드립니다.본격적인 장마와 무더위가 시작되는 7월입니다.항상 건강 유의하시고 소중한 사람들과 함께 늘 즐거운 시간 가득, 행복도 가득하시길 기원합니다.감사합니다."
2106380624,답변완료,식세기에 넣고 세척 가능한가요?,ddal******,2024.02.25,그레이,식세기에 넣고 세척 가능한가요?,"안녕하세요. 고객님S.I VILLAGE 상품문의 담당자 오승미입니다.먼저, 유관 부서 확인 지연으로 불편함을 드려 죄송합니다.뜨거운 열을 견딜 수 있는 제품이지만,식기세척기의 경우 모델별로 세척 시간/온도/세기 등이 상이하며.냄비나 프라이팬 등 무거운 기물과 함께 세척할 경우 매트에 압력이 가해져 제품의 형태가 변형될 수 있습니다.따라서 식기세척기 사용을 금합니다.참고하시어 구매 부탁드리며 즐거운 쇼핑되시기 바랍니다.다른 문의사항이나 불편사항이 있으시다면,언제든지 고객센터 1644-4490 혹은 1:1 문의/카카오톡 채팅 상담 이용을 부탁드립니다.2월은 봄이 오기 전 마지막 겨울이라는 얘기가 있습니다.날씨가 아직은 많이 쌀쌀하지만 오랫동안 기다려야 하는 마지막 겨울을 소중한 사람들과 따듯하고 즐겁게 보내시기 바랍니다.감사합니다."
